dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,numCoveredRequirments,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,fullreduce,reducedwith,testSuiteReduction,reducePredicates,originalinsertscount,reducedinsertscount,finalinsertscounter,numCoveredReqReduced,originalNumOfNulls,reducedNumOfNulls,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,killed_mutants,total_mutants,mutationScore,reductionTime
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,404,45,4,31,493,8,10,80,130
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1211,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,114,69,1147,1559,29,5217,7961,151,179,84.36,589
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2272,1908,41,5673,9904,141,184,76.63,1356
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3241,229,91,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,128,229,294,86,2391,5155,33,10197,17787,238,334,71.26,1531
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,440,77,6,159,694,23,30,76.67,129
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,171,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,18,12,517,136,13,197,877,18,18,100,188
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3541,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,118,50,2508,4088,30,6534,13171,94,94,100,1435
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,149,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,17,11,450,91,9,182,741,14,14,100,135
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1049,56,32,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,112,61,56,21,14,802,213,13,443,1482,30,32,93.75,135
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,441,69,5,55,581,14,16,87.5,121
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,319,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,528,148,9,235,930,23,25,92,160
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3666,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,1189,92,6,105,1401,18,22,81.82,158
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,98.11320754716981,106706,52,29,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,134,68,52,29,17,5466,304,20,618,6420,42,49,85.71,256
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2283,8753,105,25412,36563,184,206,89.32,1120
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1432,588,30,2976,5039,86,86,100,878
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,549,154,10,282,1005,34,39,87.18,163
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1778,1993,56,7636,11476,110,112,98.21,996
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1713,2382,53,8655,12814,134,134,100,1041
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,906,653,25,2213,3807,82,95,86.32,433
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5491,3991,104,21451,31048,165,193,85.49,795
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,385,44,4,32,474,8,10,80,102
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,1281,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,115,70,1061,2054,29,5272,8427,151,179,84.36,564
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2190,1931,40,5731,9903,141,184,76.63,1279
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,3171,229,92,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,130,229,296,91,2373,4838,39,10241,17503,238,334,71.26,1555
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,487,79,6,158,739,23,30,76.67,172
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,248,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,18,11,483,128,9,192,822,18,18,100,141
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,3493,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,118,49,2515,4132,31,6514,13203,94,94,100,1465
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,123,34,17,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,34,34,16,10,463,94,9,162,737,14,14,100,143
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,1074,56,32,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,112,61,56,21,14,839,214,19,410,1495,30,32,93.75,164
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,423,65,5,55,557,14,16,87.5,117
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,307,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,547,153,9,234,953,23,25,92,135
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,2315,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,965,85,6,98,1164,18,22,81.82,63
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,98.11320754716981,105027,52,29,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,134,69,52,28,17,5209,290,14,600,6122,43,49,87.76,-33
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2182,8888,100,25523,36704,184,206,89.32,1205
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1406,553,27,3001,4996,86,86,100,779
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,610,168,9,269,1066,34,39,87.18,234
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1665,1844,55,7494,11069,110,112,98.21,867
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1702,2188,57,8665,12623,134,134,100,1116
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,904,796,25,2078,3813,82,95,86.32,436
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,2,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5553,4067,103,22074,31806,165,193,85.49,835
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,390,47,6,32,485,8,10,80,104
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,1263,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,114,69,1141,1511,30,5298,7990,151,179,84.36,635
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2362,1942,39,5785,10138,141,184,76.63,1419
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,3181,229,91,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,128,229,295,87,2438,4984,32,10016,17481,238,334,71.26,1507
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,448,76,7,148,689,23,30,76.67,129
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,231,38,19,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,38,38,19,13,510,138,9,204,871,18,18,100,170
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,3536,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,117,49,2762,4154,30,6384,13339,94,94,100,1728
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,17,11,433,90,8,171,712,14,14,100,125
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,997,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,917,184,16,405,1532,29,32,90.62,165
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,416,65,6,55,551,14,16,87.5,111
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,307,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,575,136,9,234,963,23,25,92,203
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,2461,20,13,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,17,20,5,5,1069,92,6,101,1287,18,22,81.82,167
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,98.11320754716981,103394,52,28,AllOperatorsNoFKANormalisedWithClassifiers,57,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,133,66,52,20,13,4966,248,15,586,5825,41,49,83.67,2
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2105,8910,101,26243,37371,184,206,89.32,986
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1459,586,28,2970,5054,86,86,100,891
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,513,156,9,272,960,34,39,87.18,135
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1734,1826,56,7478,11105,110,112,98.21,917
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1697,2243,57,8533,12542,134,134,100,1084
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,804,642,24,2222,3702,82,95,86.32,329
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,3,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5558,4030,104,22454,32156,165,193,85.49,760
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,392,50,5,35,491,8,10,80,110
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1247,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,114,69,1038,1574,30,5143,7795,151,179,84.36,468
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2185,1987,45,5746,9976,141,184,76.63,1211
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,3157,229,94,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,134,229,297,98,2520,4954,40,10469,17996,238,334,71.26,1630
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,462,75,6,150,702,23,30,76.67,148
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,281,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,17,11,534,127,9,192,872,18,18,100,161
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,3607,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,116,49,2461,4012,31,6472,12987,94,94,100,1388
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,139,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,16,10,462,103,11,194,779,14,14,100,153
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1047,56,32,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,61,56,21,14,859,198,13,417,1497,30,32,93.75,132
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,443,62,5,54,574,14,16,87.5,124
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,311,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,556,142,12,237,956,23,25,92,164
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1612,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,828,97,6,99,1039,18,22,81.82,19
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,98.11320754716981,107221,52,29,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,135,68,52,26,17,5365,237,14,603,6229,43,49,87.76,96
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2480,8963,100,25805,37358,184,206,89.32,1392
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1461,580,29,3000,5080,86,86,100,868
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,519,149,9,293,980,34,39,87.18,151
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1550,1978,54,7534,11127,110,112,98.21,715
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1765,2255,55,8604,12690,134,134,100,1175
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,898,638,24,2208,3777,82,95,86.32,435
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,4,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5500,4081,115,22073,31780,165,193,85.49,581
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,384,45,4,31,473,8,10,80,106
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1233,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,115,70,1098,1594,31,5276,8010,151,179,84.36,567
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2209,1973,41,5782,10017,141,184,76.63,1188
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,3153,229,95,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,136,229,297,101,2461,5041,42,10692,18246,238,334,71.26,1629
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,456,75,6,147,693,23,30,76.67,139
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,218,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,17,11,502,125,12,197,848,18,18,100,139
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,3532,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,122,49,2637,4003,34,6485,13169,94,94,100,1581
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,17,10,452,99,8,171,740,14,14,100,145
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1037,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,1001,187,13,425,1636,29,32,90.62,314
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,413,64,5,55,547,14,16,87.5,103
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,312,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,8,7,560,139,11,235,957,23,25,92,193
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1681,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,824,92,6,96,1027,18,22,81.82,67
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,98.11320754716981,104370,52,28,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,133,65,52,21,13,5097,298,19,587,6012,43,49,87.76,313
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2142,8711,99,25817,36780,184,206,89.32,1029
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1488,744,27,3010,5278,86,86,100,917
