dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,numCoveredRequirments,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,fullreduce,reducedwith,testSuiteReduction,reducePredicates,originalinsertscount,reducedinsertscount,finalinsertscounter,numCoveredReqReduced,originalNumOfNulls,reducedNumOfNulls,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,killed_mutants,total_mutants,mutationScore,reductionTime
SQLite,BookTown,ClauseAICC+AUCC+ANCC,dominoRandom,27,NA,99.2619926199262,200645,269,174,AllOperatorsNoFKANormalisedWithClassifiers,219,235,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,403,403,265,269,115,92,2908,4113,109,23450,30592,190,193,98.45,816
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,19,12,9,AllOperatorsNoFKANormalisedWithClassifiers,10,11,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,19,19,14,12,7,7,303,50,4,34,400,10,10,100,36
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,275,177,88,AllOperatorsNoFKANormalisedWithClassifiers,216,219,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,274,274,142,177,238,123,1113,1554,30,5236,7943,179,179,100,682
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,343,158,106,AllOperatorsNoFKANormalisedWithClassifiers,183,190,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,256,256,157,158,67,59,1986,1881,40,5730,9649,183,184,99.46,1425
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,358,229,103,AllOperatorsNoFKANormalisedWithClassifiers,362,364,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,356,356,170,229,645,286,4064,4881,44,11646,20647,334,334,100,3560
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,50,33,13,AllOperatorsNoFKANormalisedWithClassifiers,30,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,50,50,21,33,39,17,396,88,6,132,633,30,30,100,95
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,82,38,20,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,78,78,43,38,36,19,372,115,11,208,716,18,18,100,53
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,326,190,101,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,384,384,209,190,324,131,2295,3963,39,8588,14895,94,94,100,1819
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,70,34,20,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,68,68,40,34,22,16,356,102,13,194,678,14,14,100,64
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,2974,56,35,AllOperatorsNoFKANormalisedWithClassifiers,47,48,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,120,111,67,56,53,34,682,235,14,462,1403,32,32,100,153
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,36,16,9,AllOperatorsNoFKANormalisedWithClassifiers,17,19,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,23,23,14,16,14,9,296,66,4,51,427,15,16,93.75,26
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,211,35,20,AllOperatorsNoFKANormalisedWithClassifiers,36,38,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,73,72,41,35,19,13,389,138,10,239,786,24,25,96,66
SQLite,Person,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,212,20,13,AllOperatorsNoFKANormalisedWithClassifiers,22,23,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,30,30,17,20,5,5,423,84,6,98,622,22,22,100,79
SQLite,Products,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,98.11320754716981,101883,52,33,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,144,130,84,52,35,21,1367,247,15,717,2356,43,49,87.76,-46
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,1047,250,142,AllOperatorsNoFKANormalisedWithClassifiers,335,347,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,687,672,373,250,300,167,1782,8847,104,26750,37494,204,206,99.03,1157
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,274,171,76,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,257,257,122,171,255,122,1653,567,27,2745,5003,86,86,100,1154
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,372,34,19,AllOperatorsNoFKANormalisedWithClassifiers,41,45,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,72,71,40,34,35,17,424,159,9,263,865,37,39,94.87,83
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,504,147,81,AllOperatorsNoFKANormalisedWithClassifiers,186,192,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,595,581,307,147,204,103,1418,1873,60,7254,10615,112,112,100,887
SQLite,Usda,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,420,247,142,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,381,381,216,247,227,139,1633,2223,58,9777,13701,134,134,100,1148
SQLite,WordNet,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,329,118,80,AllOperatorsNoFKANormalisedWithClassifiers,100,107,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,192,192,123,118,36,33,630,619,28,2558,3845,92,95,96.84,214
SQLite,BookTown,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,99.2619926199262,200555,269,168,AllOperatorsNoFKANormalisedWithClassifiers,221,235,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,403,403,252,269,111,90,2941,4134,124,21534,28744,192,193,99.48,866
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,20,12,9,AllOperatorsNoFKANormalisedWithClassifiers,10,11,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,19,19,14,12,5,5,309,46,4,35,403,10,10,100,26
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,281,177,82,AllOperatorsNoFKANormalisedWithClassifiers,216,219,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,274,274,134,177,218,109,1012,1549,28,4962,7560,179,179,100,573
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,337,158,107,AllOperatorsNoFKANormalisedWithClassifiers,183,190,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,256,256,159,158,67,61,2019,1966,45,5816,9860,183,184,99.46,1442
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,369,229,107,AllOperatorsNoFKANormalisedWithClassifiers,361,364,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,356,356,176,229,657,277,4221,5122,42,13806,23204,333,334,99.7,3662
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,55,33,14,AllOperatorsNoFKANormalisedWithClassifiers,30,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,50,50,22,33,39,18,367,82,6,129,593,30,30,100,71
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,78,38,23,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,78,78,48,38,32,20,410,119,11,232,781,18,18,100,82
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,328,190,90,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,384,384,178,190,345,119,2310,3945,35,7417,13718,94,94,100,1799
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,64,34,21,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,68,68,42,34,24,13,350,99,10,198,666,14,14,100,68
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,4192,56,33,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,120,111,62,56,52,33,669,186,15,440,1322,29,32,90.62,101
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,53,16,9,AllOperatorsNoFKANormalisedWithClassifiers,17,19,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,23,23,14,16,17,9,302,66,4,50,434,15,16,93.75,26
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,173,35,21,AllOperatorsNoFKANormalisedWithClassifiers,36,38,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,73,72,43,35,15,10,432,152,10,251,856,24,25,96,94
SQLite,Person,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,216,20,14,AllOperatorsNoFKANormalisedWithClassifiers,21,23,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,30,30,19,20,5,5,400,81,6,107,604,21,22,95.45,71
SQLite,Products,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,98.11320754716981,102424,52,30,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,144,130,72,52,41,20,1717,296,17,667,2710,43,49,87.76,213
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,1246,250,141,AllOperatorsNoFKANormalisedWithClassifiers,335,347,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,687,670,379,250,293,169,1860,8823,100,26432,37224,204,206,99.03,1202
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,279,171,80,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,257,257,127,171,259,122,1668,549,39,2902,5171,86,86,100,1187
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,1149,34,20,AllOperatorsNoFKANormalisedWithClassifiers,41,45,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,72,71,42,34,33,17,431,155,10,275,881,37,39,94.87,78
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,470,147,83,AllOperatorsNoFKANormalisedWithClassifiers,186,192,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,595,581,312,147,197,113,1335,1885,55,7523,10808,112,112,100,839
SQLite,Usda,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,422,247,139,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,381,381,211,247,224,136,1699,2258,57,9701,13727,134,134,100,1225
SQLite,WordNet,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,257,118,76,AllOperatorsNoFKANormalisedWithClassifiers,103,107,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,192,192,115,118,39,33,628,646,27,2389,3700,95,95,100,211
SQLite,BookTown,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,99.2619926199262,200516,269,173,AllOperatorsNoFKANormalisedWithClassifiers,220,235,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,403,403,258,269,116,93,2785,4094,124,23722,30736,191,193,98.96,725
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,20,12,9,AllOperatorsNoFKANormalisedWithClassifiers,10,11,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,19,19,14,12,6,5,283,47,4,34,377,10,10,100,15
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,280,177,90,AllOperatorsNoFKANormalisedWithClassifiers,216,219,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,274,274,147,177,224,130,996,1541,30,5403,7981,179,179,100,579
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,362,158,103,AllOperatorsNoFKANormalisedWithClassifiers,184,190,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,256,256,151,158,65,62,2093,1980,38,5695,9817,184,184,100,1532
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,375,229,98,AllOperatorsNoFKANormalisedWithClassifiers,362,364,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,356,356,164,229,631,254,4117,4894,37,11454,20512,334,334,100,3583
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,50,33,16,AllOperatorsNoFKANormalisedWithClassifiers,30,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,50,50,25,33,40,26,390,80,7,137,623,30,30,100,71
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,69,38,20,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,78,78,43,38,35,16,395,123,12,209,749,18,18,100,64
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,332,190,86,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,384,384,173,190,310,105,2266,4007,34,7176,13492,94,94,100,1788
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,71,34,21,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,68,68,44,34,27,18,374,106,9,195,695,14,14,100,81
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,2780,56,32,AllOperatorsNoFKANormalisedWithClassifiers,47,48,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,120,111,64,56,53,31,593,228,13,455,1299,32,32,100,160
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,49,16,10,AllOperatorsNoFKANormalisedWithClassifiers,17,19,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,23,23,15,16,18,11,316,73,6,54,458,15,16,93.75,39
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,161,35,21,AllOperatorsNoFKANormalisedWithClassifiers,36,38,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,73,72,43,35,19,11,413,163,10,255,851,24,25,96,77
SQLite,Person,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,232,20,14,AllOperatorsNoFKANormalisedWithClassifiers,22,23,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,30,30,19,20,5,5,428,89,7,110,645,22,22,100,81
SQLite,Products,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,98.11320754716981,101478,52,32,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,144,130,78,52,40,22,1386,256,16,680,2353,43,49,87.76,-22
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,1302,250,138,AllOperatorsNoFKANormalisedWithClassifiers,335,347,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,687,671,367,250,289,160,1841,8858,99,25876,36685,204,206,99.03,1158
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,274,171,79,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,257,257,126,171,289,125,1691,583,27,2699,5011,86,86,100,1221
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,3055,34,20,AllOperatorsNoFKANormalisedWithClassifiers,42,45,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,72,71,43,34,37,21,492,140,10,292,946,38,39,97.44,84
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,517,147,85,AllOperatorsNoFKANormalisedWithClassifiers,186,192,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,595,580,318,147,194,100,1282,1898,56,7945,11190,112,112,100,751
SQLite,Usda,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,428,247,139,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,381,381,212,247,221,134,1711,2310,52,9524,13608,134,134,100,1223
SQLite,WordNet,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,277,118,74,AllOperatorsNoFKANormalisedWithClassifiers,102,107,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,192,192,112,118,41,35,649,800,26,2389,3874,94,95,98.95,247
SQLite,BookTown,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,99.2619926199262,200553,269,169,AllOperatorsNoFKANormalisedWithClassifiers,220,235,mutantTiming,TRUE,TRUE,random,fullreduce,FALSE,403,403,256,269,111,89,2843,4144,108,22849,29955,191,193,98.96,786
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,1,NA,100,102467,1517,787,AllOperatorsNoFKANormalisedWithClassifiers,1421,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1117,1517,4821,2423,127731,1123199,873,1161923,2413737,1356,1363,99.49,122946
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,2,NA,100,97991,1517,772,AllOperatorsNoFKANormalisedWithClassifiers,1419,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1096,1517,4913,2332,128330,1129872,853,1146908,2405973,1354,1363,99.34,123342
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,3,NA,100,104346,1517,769,AllOperatorsNoFKANormalisedWithClassifiers,1416,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1090,1517,4683,2273,127324,1139358,852,1144117,2411662,1351,1363,99.12,122497
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,4,NA,100,94497,1517,770,AllOperatorsNoFKANormalisedWithClassifiers,1415,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1094,1517,4800,2347,126602,1127157,873,1138829,2393470,1350,1363,99.05,121894
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,5,NA,100,105809,1517,768,AllOperatorsNoFKANormalisedWithClassifiers,1415,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1088,1517,4676,2305,126085,1130196,851,1132837,2389980,1350,1363,99.05,121285
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,6,NA,100,93613,1517,767,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1086,1517,4748,2323,127093,1141960,854,1136404,2406322,1349,1363,98.97,122462
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,7,NA,100,101639,1517,791,AllOperatorsNoFKANormalisedWithClassifiers,1421,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1124,1517,4866,2457,126667,1114762,873,1185648,2427960,1356,1363,99.49,121848
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,8,NA,100,90760,1517,766,AllOperatorsNoFKANormalisedWithClassifiers,1422,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1084,1517,4785,2333,126617,1118204,858,1127520,2373209,1357,1363,99.56,122008
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,9,NA,100,102117,1517,773,AllOperatorsNoFKANormalisedWithClassifiers,1418,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1099,1517,4743,2348,126911,1119283,864,1174139,2421208,1353,1363,99.27,121963
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,10,NA,100,98189,1517,781,AllOperatorsNoFKANormalisedWithClassifiers,1407,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1115,1517,4912,2458,129021,1115103,858,1162320,2407313,1342,1363,98.46,124222
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,11,NA,100,105318,1517,769,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1087,1517,4712,2270,127500,1143563,850,1139681,2411604,1349,1363,98.97,122524
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,12,NA,100,95062,1517,777,AllOperatorsNoFKANormalisedWithClassifiers,1425,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1100,1517,4713,2339,126126,1133036,856,1140781,2400810,1360,1363,99.78,121459
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,13,NA,100,92294,1517,781,AllOperatorsNoFKANormalisedWithClassifiers,1409,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1108,1517,4797,2422,127431,1127310,880,1156355,2411987,1344,1363,98.61,122783
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,14,NA,100,103367,1517,777,AllOperatorsNoFKANormalisedWithClassifiers,1418,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1098,1517,4742,2300,128435,1117779,888,1152496,2399609,1353,1363,99.27,123441
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,15,NA,100,103076,1517,773,AllOperatorsNoFKANormalisedWithClassifiers,1420,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1098,1517,4792,2348,126921,1135869,859,1143807,2407466,1355,1363,99.41,121998
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,16,NA,100,100872,1517,792,AllOperatorsNoFKANormalisedWithClassifiers,1418,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1125,1517,4848,2434,127397,1123167,866,1175289,2426730,1353,1363,99.27,122653
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,17,NA,100,94116,1517,781,AllOperatorsNoFKANormalisedWithClassifiers,1417,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1107,1517,4738,2366,126339,1114293,880,1178839,2420361,1352,1363,99.19,121728
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,18,NA,100,96081,1517,781,AllOperatorsNoFKANormalisedWithClassifiers,1417,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1111,1517,4778,2409,126913,1125404,871,1183910,2437108,1352,1363,99.19,122244
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,19,NA,100,99430,1517,776,AllOperatorsNoFKANormalisedWithClassifiers,1422,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1101,1517,4724,2345,128649,1126690,848,1157190,2413388,1357,1363,99.56,123902
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,20,NA,100,96255,1517,754,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1073,1517,4806,2257,127538,1129540,855,1131234,2389177,1349,1363,98.97,122788
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,21,NA,100,100282,1517,787,AllOperatorsNoFKANormalisedWithClassifiers,1417,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1122,1517,4740,2387,128646,1135717,889,1176700,2441962,1352,1363,99.19,123739
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,22,NA,100,106177,1517,774,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1101,1517,4762,2367,128510,1132083,882,1178885,2440370,1349,1363,98.97,123509
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,23,NA,100,103159,1517,780,AllOperatorsNoFKANormalisedWithClassifiers,1415,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1112,1517,4842,2371,127601,1123401,870,1155613,2407494,1350,1363,99.05,122772
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,24,NA,100,92961,1517,780,AllOperatorsNoFKANormalisedWithClassifiers,1410,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1108,1517,4721,2384,127548,1117513,869,1154557,2400496,1345,1363,98.68,122988
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,25,NA,100,101370,1517,776,AllOperatorsNoFKANormalisedWithClassifiers,1413,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1100,1517,4820,2336,128972,1124982,861,1159474,2414301,1348,1363,98.9,124103
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,26,NA,100,104749,1517,778,AllOperatorsNoFKANormalisedWithClassifiers,1416,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1101,1517,4743,2328,126212,1109743,877,1173915,2410756,1351,1363,99.12,121398
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,27,NA,100,96302,1517,778,AllOperatorsNoFKANormalisedWithClassifiers,1417,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1103,1517,4896,2380,126710,1123992,876,1144313,2395901,1352,1363,99.19,122035
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,28,NA,100,101560,1517,781,AllOperatorsNoFKANormalisedWithClassifiers,1418,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1112,1517,4729,2337,127492,1125753,883,1180235,2434374,1353,1363,99.27,122771
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,29,NA,100,98910,1517,772,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1096,1517,4831,2417,125707,1120424,863,1151212,2398217,1349,1363,98.97,120950
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,30,NA,100,104191,1517,775,AllOperatorsNoFKANormalisedWithClassifiers,1414,1458,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,2204,2203,1105,1517,4788,2312,128438,1128245,847,1148388,2405929,1349,1363,98.97,123312
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,1,NA,100,102467,1517,219,AllOperatorsNoFKANormalisedWithClassifiers,1421,1458,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,2204,2203,935,1517,6994,2423,163242,1127592,340,398369,1689553,1356,1363,99.49,158457
SQLite,iTrust,ClauseAICC+AUCC+ANCC,dominoRandom,2,NA,100,97991,1517,240,AllOperatorsNoFKANormalisedWithClassifiers,1419,1458,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,2204,2203,939,1517,6816,2332,162086,1128265,378,439136,1729874,1354,1363,99.34,157098
