schema,dbms,criterion,datagenerator,randomseed,merges
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,6
Inventory,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,6
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,5
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,5
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,25,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,26,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,27,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,28,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,29,5
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,30,4
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,1,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,2,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,3,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,4,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,5,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,6,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,7,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,8,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,9,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,10,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,11,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,12,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,13,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,14,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,15,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,16,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,17,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,18,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,19,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,20,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,21,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,22,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,23,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,3
Iso3166,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,3
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,33
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,33
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,42
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,40
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,39
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,34
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,38
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,30
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,36
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,38
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,38
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,37
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,33
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,42
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,33
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,36
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,43
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,37
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,36
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,25,33
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,26,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,27,45
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,28,32
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,29,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,30,39
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,1,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,2,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,3,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,4,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,5,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,6,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,7,43
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,8,42
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,9,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,10,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,11,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,12,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,13,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,14,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,15,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,16,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,17,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,18,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,19,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,20,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,21,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,22,42
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,23,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,43
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,42
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,41
IsoFlav_R2,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,41
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,53
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,44
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,52
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,56
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,56
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,59
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,57
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,56
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,53
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,59
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,45
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,54
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,57
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,58
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,61
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,62
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,55
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,68
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,46
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,57
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,56
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,59
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,53
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,48
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,25,58
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,26,57
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,27,56
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,28,57
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,29,52
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,30,58
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,1,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,2,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,3,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,4,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,5,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,6,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,7,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,8,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,9,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,10,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,11,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,12,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,13,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,14,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,15,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,16,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,17,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,18,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,19,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,20,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,21,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,22,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,23,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,6
JWhoisServer,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,6
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,51
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,45
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,38
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,51
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,41
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,39
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,35
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,50
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,50
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,40
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,54
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,56
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,41
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,41
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,49
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,46
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,47
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,55
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,36
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,25,41
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,26,50
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,27,42
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,28,53
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,29,40
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,30,41
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,1,32
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,2,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,3,32
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,4,35
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,5,36
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,6,30
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,7,32
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,8,35
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,9,34
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,10,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,11,34
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,12,31
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,13,31
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,14,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,15,31
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,16,32
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,17,34
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,18,37
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,19,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,20,31
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,21,32
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,22,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,23,30
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,37
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,38
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,37
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,33
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,34
MozillaExtensions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,31
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,5
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,4
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,4
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,10
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,10
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,7
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,11
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,6
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,12
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,8
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,8
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,3
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,10
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,10
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,6
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,5
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,6
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,6
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,8
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,25,4
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,26,4
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,27,4
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,28,6
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,29,8
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,30,10
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,1,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,2,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,3,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,4,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,5,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,6,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,7,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,8,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,9,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,10,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,11,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,12,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,13,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,14,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,15,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,16,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,17,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,18,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,19,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,20,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,21,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,22,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,23,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,24,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,25,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,26,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,27,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,28,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,29,9
MozillaPermissions,SQLite,ClauseAICC+AUCC+ANCC,avsDefaults,30,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,1,10
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,2,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,3,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,4,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,5,7
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,6,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,7,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,8,7
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,9,6
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,10,7
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,11,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,12,10
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,13,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,14,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,15,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,16,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,17,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,18,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,19,8
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,20,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,21,7
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,22,7
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,23,9
NistDML181,SQLite,ClauseAICC+AUCC+ANCC,dominoRandom,24,8
